id,title,genres,release_date,director,cast,vote_average,vote_count,popularity,runtime,overview,keywords,status,spoken_languages,production_companies,production_countries,budget,revenue
2065,Unbreakable,"['Science Fiction', 'Thriller', 'Drama']",2000-11-13,['M. Night Shyamalan'],"['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright', 'Spencer Treat Clark', 'John Patrick Amedori', 'Chance Kelly', 'Elizabeth Lawrence', 'M. Night Shyamalan', 'Charlayne Woodard', 'Eamonn Walker', 'Leslie Stefanson', 'Johnny Hiram Jamison', 'Michaelia Carroll', 'Bostin Christopher', 'Davis Duffield', 'Laura Regan', 'Michael Kelly', 'Johanna Day', 'Firdous Bamji', 'James Handy', 'Sally Parrish', 'Richard Council', 'Damian Young', 'Sherman Roberts', 'Whitney Sugarman', 'Sasha Neulinger', 'Jose L. Rodriguez', 'Ukee Washington', 'Susan Wilder', 'Greg Horos', 'Todd Berry', 'Angela Eckert', 'Anthony Lawton', 'Julia Yorks', 'John Rusk', 'Joey Hazinsky', 'Bill Rowe', 'Marc H. Glick', 'Kim Simms Thomas', 'Andrea Havens']",6.9,1946,42.006908,106.0,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.","['father son relationship', 'train accident', 'comic book', 'marriage crisis', 'invulnerability', 'superhero', 'suspense', 'super powers']",Released,['English'],"['Limited Edition Productions Inc.', 'Touchstone Pictures', 'Blinding Edge Pictures', 'Barry Mendel Productions']",['United States of America'],75000000,248118121
2066,Unbroken,"['Drama', 'War']",2014-12-25,['Angelina Jolie'],"[""Jack O'Connell"", 'Domhnall Gleeson', 'Garrett Hedlund', 'Miyavi', 'Finn Wittrock', 'Jai Courtney', 'Maddalena Ischiale', 'Vincenzo Amato', 'John Magaro', 'Luke Treadaway', 'Louis McIntosh', 'Ross Anderson', 'C.J. Valleroy', ""John D'Leo"", 'Alex Russell', 'Jordan Patrick Smith', 'Spencer Lofranco', 'Stephen J. Douglas', 'Marcus Vanco', 'Dylan James Watson', 'Ryan Ahern', 'Ross Langley', 'Michael Whalley', 'Sophie Dalah', 'Morgan Griffin', ""Sean O'Donnell"", 'Savannah Lamble', 'Travis Jeffery', 'James McEnery', 'Stephen Stanton', 'Talia Mano', 'Yutaka Izumihara', 'Hisa Goto', 'Hiroshi Kasuga', 'Akira Fujii', 'Chris Proctor', 'Shinji Ikefuji', 'Brodie Henson', 'Shingo Usami', 'Stefan Mogel', 'Clay Zamperini', 'Jess Terrell', 'Sean-Ryan Petersen', 'Toby Fuller', 'Conor Fogarty', 'Jack Marshall', 'Taki Abe', 'Keiichi Enomoto', 'Taka Uematsu', 'Yoji Tatsuta', 'John Michael Burdon', 'Ben Rossberg', 'Sean Edward Frazer', 'Yoshinao Aonuma', 'James Storer', 'Joel Knights', 'Kristopher Bos', 'Katsu Nojiri', 'Matt Hurley', 'Shane Leckenby', 'Connor Clarke', 'Steven Carnuccio', 'Matthew Crocker', 'Connor Zegenhagen', 'Nicholas Farris', 'Sarah Alison', 'Mathew Hislop', 'Matthew McConnell', 'Dougal Walker', 'Jack Alcock', 'Darren Wyer', 'Andy de Lore', 'Mitch Christen', 'Matt Clayton', 'Graeme Ford', 'Darren Gallagher', 'Kent Lee', 'Beau Paley', 'Craig Walker']",7.3,1400,43.055253,137.0,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.","['world war ii', 'prisoners of war', 'biography', 'sport', 'war', 'athlete', 'woman director', 'olympic athlete']",Released,"['Italiano', 'English', '日本語']","['Legendary Pictures', '3 Arts Entertainment', 'Jolie Pas']",['United States of America'],65000000,163442937
2067,Under the Skin,"['Thriller', 'Science Fiction', 'Drama']",2014-03-14,['Jonathan Glazer'],"['Scarlett Johansson', 'Kryštof Hádek', 'Paul Brannigan', 'Michael Moreland', 'Scott Dymond', 'Jeremy McWilliams', 'Lynsey Taylor Mackay', 'Dougie McConnell', 'Kevin McAlinden', 'D. Meade', 'Andrew Gorman', 'Joe Szula', 'Roy Armstrong', 'Alison Chand', 'Ben Mills', 'Oscar Mills', 'Lee Fanning', 'Marius Bincu', 'Stephen Horn', 'Adam Pearson', 'May Mewes', 'Gerry Goodfellow', 'Dave Acton', 'Jessica Mance']",6.0,1102,29.782161,108.0,"Jonathan Glazer's atmospheric, visually arresting abstraction stars Scarlett Johansson as a seductive alien who prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.","['male nudity', 'scotland', 'edinburgh', 'alien', 'very little dialogue']",Released,['English'],"['Scottish Screen', 'UK Film Council', 'FilmNation Entertainment', 'Nick Wechsler Productions', 'Creative Scotland', 'British Film Institute', 'Film4', 'Silver Reel', 'JW Films', 'A24']","['United Kingdom', 'Switzerland', 'United States of America']",13300000,5380251
2068,Under the Tuscan Sun,"['Comedy', 'Drama', 'Romance']",2003-04-30,['Audrey Wells'],"['Diane Lane', 'Sandra Oh', 'Lindsay Duncan', 'Raoul Bova', 'Vincent Riotta', 'Mario Monicelli', 'Roberto Nobile', 'Anita Zagaria', 'Evelina Gori', 'Kate Walsh', 'Giulia Steigerwalt', 'Pawel Szajda', 'Valentine Pelka', 'Sasa Vulicevic', 'Massimo Sarchielli', 'Claudia Gerini', 'Geoffrey Rivas', 'Sean Kaplan']",6.4,172,12.309718,113.0,"After a rough divoce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.","['depression', 'toscana', 'recreation', 'author', 'divorce', 'woman director']",Released,"['Český', 'English', 'Français', 'Deutsch', 'Italiano', 'Polski', 'Español']","['Timnick Films', 'Blue Gardenia Productions', 'Touchstone Pictures', 'Tatiale Films']","['Italy', 'United States of America']",0,0
2069,Underdogs,"['Animation', 'Adventure', 'Romance']",2013-07-18,['Juan José Campanella'],"['Juan José Campanella', 'Diego Ramos', 'Pablo Rago', 'Axel Kuschevatzky', 'David Masajnik', 'Mariana Otero', 'Diego Mesaglío', 'Lucía Maciel', 'Marcos Mundstock', 'Ernesto Claudio', 'Miguel Ángel Rodríguez', 'Coco Sily', 'Fabián Gianola', 'Sebastián Mogordoy', 'Gabriel Almirón']",6.0,122,14.866351,106.0,"In the small village where Amadeo lives there is no one good enough to challenge his skills at Table Football. But, while Amadeo may be a genius as a table football player in real life he's a loser. He's in love with Lara, his childhood friend, but he's so shy that he can't bring himself to confess his love for her. So he just hangs out in his quaint, timeless village. When Amadeo beats the village bully Flash at Table Football. The scene is set for an epic rivalry. Consumed with anger Flash vows to get even and 10 years later he returns as an International Superstar, a Football Icon and Galatico determined to wreak his revenge.",['soccer'],Released,"['Español', 'English']","['100 Bares', 'Ministerio de Cultura', 'Instituto de Crédito Oficial (ICO)', 'Televisión Federal (Telefe)', '369 Productions', 'Catmandu Branded Entertainment', 'JEMPSA', 'Plural - Jempsa', 'Prana Animation Studios']","['Argentina', 'Spain']",22000000,24000000
2070,Underworld,"['Fantasy', 'Action', 'Thriller']",2003-09-19,['Len Wiseman'],"['Kate Beckinsale', 'Scott Speedman', 'Michael Sheen', 'Shane Brolly', 'Bill Nighy', 'Erwin Leder', 'Sophia Myles', 'Robbie Gee', 'Wentworth Miller', 'Kevin Grevioux', 'Zita Görög', 'Scott McElroy', 'Richard Cetrone', 'Mike Mukatis', 'Dennis J. Kozeluh', 'Todd Schneider', 'Sándor Bolla', 'Hank Amos', 'Zsuzsa Barsi', 'Andreas Patton', 'Danny McBride', 'Jázmin Dammak', 'Judit Kuchta', 'Vanessa Nagy', 'Atilla Pinke', 'Ildikó Kovács', 'Sándor Boros', 'János Oláh', 'Brian Steele', 'Kurt Carley', 'Rana Morrison', 'Zoltan Papp']",6.6,2512,81.829237,121.0,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.","['budapest', 'subway', ""love of one's life"", 'vampire', 'bite', 'descendant', 'hostility', 'shootout', 'werewolf', 'blunt', 'fang vamp']",Released,['English'],"['Lakeshore Entertainment', 'Laurinfilm', 'Subterranean Productions LLC', 'Subterranean Productions UK Ltd.', 'Underworld Produktions GmbH']","['Germany', 'Hungary', 'United Kingdom', 'United States of America']",22000000,95708457
2071,Underworld: Awakening,"['Fantasy', 'Action', 'Horror']",2012-01-19,"['Måns Mårlind', 'Björn Stein']","['Kate Beckinsale', 'Stephen Rea', 'Michael Ealy', 'Theo James', 'India Eisley', 'Charles Dance', 'Sandrine Holt', 'Sanny van Heteren', 'Jacob Blair', 'Robert Lawrenson', 'Kurt Max Runte', 'Marvin Duerkholz', 'Ron Wear', 'Richard Cetrone', 'Dan Payne', 'Mark Gibbon', 'Benita Ha', 'Tyler McClendon', 'Panou', 'Ian Rozylo', 'Kristen Holden-Ried', 'John Innes', 'Lee Majdoub', 'Catlin Adams', 'Adam Greydon Reid', 'Christian Tessier', 'Wes Bentley', 'Scott Speedman', 'Sanny van Heteren', 'Joe Censoplano', 'Preston Cook']",6.1,1862,58.401204,88.0,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.","['vampire', 'daughter', 'hybrid', 'child vampire', 'werewolf', 'imax', 'lab experiment', 'werewolf child', 'fang vamp']",Released,"['English', 'Pусский']","['Lakeshore Entertainment', 'Saturn Films', 'Screen Gems', 'Sketch Films', 'UW4 Productions']",['United States of America'],70000000,160112671
2072,Underworld: Evolution,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']",2006-01-12,['Len Wiseman'],"['Kate Beckinsale', 'Scott Speedman', 'Tony Curran', 'Shane Brolly', 'Derek Jacobi', 'Bill Nighy', 'Steven Mackintosh', 'Zita Görög', 'Brian Steele', 'Scott McElroy', 'John Mann', 'Michael Sheen', 'Sophia Myles', 'Richard Cetrone', 'Mike Mukatis', 'Raoul Ganeev', 'Andrew Kavadas']",6.4,1528,49.020045,106.0,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.","['budapest', 'key', 'vampire', 'light', 'werewolf', 'evolution', 'fang vamp']",Released,"['English', 'Français', 'Magyar']","['Lakeshore Entertainment', 'Screen Gems']",['United States of America'],50000000,111340801
2073,Underworld: Rise of the Lycans,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",2009-01-22,['Patrick Tatopoulos'],"['Bill Nighy', 'Michael Sheen', 'Rhona Mitra', 'Shane Brolly', 'Steven Mackintosh', 'Kevin Grevioux', 'David Aston', 'Geraldine Brophy', 'Leighton Cardno', 'Alexander Carroll', 'Elizabeth Hawthorne', 'Jason Hood', 'Mark Mitchinson', 'Craig Parker', 'Timothy Raby', 'Tania Nolan', 'Kate Beckinsale', 'Jared Turner', 'Olivia Taylforth']",6.2,1428,51.927471,92.0,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.","['prison', 'underworld', 'slavery', 'castle', 'vampire', 'war', 'werewolf', 'battle', 'slave', 'dungeon', 'fang vamp']",Released,['English'],"['Lakeshore Entertainment', 'Screen Gems', 'Sketch Films', 'UW3 Film Productions']",['United States of America'],35000000,91353501
2074,Undisputed,"['Action', 'Adventure', 'Drama', 'Thriller']",2002-08-23,['Walter Hill'],"['Wesley Snipes', 'Ving Rhames', 'Peter Falk', 'Michael Rooker', 'Jon Seda', 'Ken Medlock', 'Wes Studi', 'Fisher Stevens', 'Dayton Callie', 'Amy Aquino', 'Johnny Williams', ""Joe D'Angerio"", 'Nils Allen Stewart', 'Denis Arndt', 'Jim Lampley', 'Ed Lover', 'Master P', 'Michael Bailey Smith', 'Rose Rollins', 'Silkk Tha Shocker', 'C-Murder']",6.1,139,17.227376,96.0,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",['sport'],Released,['English'],"['Miramax Films', 'Amen Ra Films']",['United States of America'],20000000,12398628
2075,Unfaithful,"['Thriller', 'Drama']",2002-05-10,['Adrian Lyne'],"['Richard Gere', 'Diane Lane', 'Olivier Martinez', 'Erik Per Sullivan', 'Zeljko Ivanek', 'Dominic Chianese', 'Kate Burton', 'Chad Lowe', 'Gary Basaraba', 'Myra Lucretia Taylor', 'Michelle Monaghan', 'Margaret Colin']",6.3,276,14.382253,124.0,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.","['adultery', 'infidelity', 'eroticism', 'literature', 'lover', 'new york city', 'erotic thriller']",Released,"['English', 'Français']","['Regency Enterprises', 'Fox 2000 Pictures', 'Epsilon Motion Pictures', 'Unfaithful Filmproduktion GmbH & Co. KG']",['United States of America'],50000000,119137784
2076,Unforgiven,['Western'],1992-08-07,['Clint Eastwood'],"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris', 'Jaimz Woolvett', 'Anna Levine', 'Saul Rubinek', 'Frances Fisher', 'David Mucci', 'Rob Campbell', 'Anthony James', 'Ron White', 'Jefferson Mappin', 'Jeremy Ratchford', 'Philip Maurice Hayes', 'Tara Frederick', 'Beverley Elliott', 'Liisa Repo-Martell', 'Shane Meier', 'Robert Koons', 'Mina E. Mina', 'John Pyper-Ferguson', 'Walter Marsh', 'Larry Reese', 'Blair Haynes', 'Frank C. Turner', 'Lochlyn Munro', 'Ben Cardinal', 'Michael Charrois', 'Michael Maurer', 'Larry Joshua', 'George Orrison', 'Greg Goossen']",7.7,1113,37.380435,131.0,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.","['prostitute', 'sheriff', 'bounty', 'regret', 'right and justice', 'revenge', 'mutilation', 'one last job', 'reputation', 'englishman']",Released,['English'],"['Malpaso Productions', 'Warner Bros.']",['United States of America'],14000000,159157447
2077,United 93,"['Drama', 'History', 'Crime', 'Thriller', 'Action']",2006-04-28,['Paul Greengrass'],"['J.J. Johnson', 'Polly Adams', 'Trish Gates', 'Nancy McDoniel', 'Opal Alladin', 'Gary Commock', 'Starla Benford', 'Susan Blommaert', 'David Alan Basche', 'Richard Bekins', 'Christian Clemenson', 'Liza Colón-Zayas', 'Ray Charleson', 'Denny Dillon', 'Peter Hermann', 'Lorna Dallas', 'Kate Jennings Grant', 'Trieste Kelly Dunn', 'Tara Hugo', 'Marceline Hugot', 'Khalid Abdalla', 'Olivia Thirlby', 'Daniel Sauli', ""Tom O'Rourke""]",6.9,367,17.50138,111.0,"A real time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.","['airplane', 'hijacking', 'terror cell', 'emergency landing', 'war on terror']",Released,"['English', 'العربية', 'Deutsch']","['Universal Pictures', 'StudioCanal', 'Sidney Kimmel Entertainment', 'Working Title Films']","['France', 'United Kingdom', 'United States of America']",15000000,76286096
2078,Unknown,"['Action', 'Mystery', 'Thriller']",2011-02-16,['Jaume Collet-Serra'],"['Liam Neeson', 'Diane Kruger', 'January Jones', 'Aidan Quinn', 'Bruno Ganz', 'Frank Langella', 'Sebastian Koch', 'Olivier Schneider', 'Stipe Erceg', 'Rainer Bock', 'Mido Hamada', 'Clint Dyer', 'Karl Markovics', 'Eva Löbau', 'Helen Wiebensohn', 'Adnan Maral', 'Merle Wiebensohn', 'Torsten Michaelis']",6.5,1265,38.643914,113.0,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.","['taxi', 'hotel', 'coma', 'taxi driver', 'prince', 'briefcase', 'hospital', 'stolen identity']",Released,"['English', 'Deutsch', 'Türkçe', 'العربية']","['Studio Babelsberg', 'StudioCanal', 'Dark Castle Entertainment', 'TF1 Films Production', 'Canal+', 'Panda Productions Inc.', 'Horticus UK']","['France', 'Germany', 'United Kingdom']",30000000,130786397
2079,Unleashed,"['Action', 'Crime']",2005-02-02,['Louis Leterrier'],"['Jet Li', 'Morgan Freeman', 'Bob Hoskins', 'Vincent Regan', 'Dylan Brown', 'Tamer Hassan', 'Phyllida Law', 'Michael Jenn', 'Carole Ann Wilson', 'Kerry Condon', 'Mike Lambert', 'Puthirith Chou', 'Jaclyn Tze Wey', 'Georgina Chapman', 'Tony Theng', 'Owen Lay', 'Andy Beckwith', 'Franck Xie Cheng', 'Michael Webber', 'Danielle Louise Harley', 'Affif Ben Badra', 'Miguel Eduardo Cueva', 'Scott Adkins']",6.6,518,25.999888,103.0,"Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.","['martial arts', 'hitman', 'serial killer']",Released,"['English', 'Deutsch', 'Español']","['Canal Plus', 'Current Entertainment', 'Clubdeal', 'TF1 Films Production', 'EuropaCorp', 'Qian Yian International', 'Danny the Dog Prods Ltd.']","['France', 'United Kingdom', 'United States of America']",45000000,50871113
