title,id,genres,release_date,vote_average,vote_count,popularity,runtime,overview,keywords,tagline,status,spoken_languages,production_companies,production_countries,budget,revenue
Airborne,13064,"['Action', 'Adventure', 'Comedy']",1993-09-17,6.1,20,8.001156,91.0,"Mitchell Goosen is sixteen/seventeen year old kid from California who loves to surf and roller blade. Yet, his parents, who are two zoologists were given a grant to work in Australia. The only problem was: Mitchell couldn't go with them. So, he gets sent to stay with his aunt, uncle, and cousin in Cincinnati, Ohio. When he arrives, he meets his cousin who is also his new roommate for the next six months: Wiley. Mitchell then goes to school and gets on the bad side the high school hockey players. Mitchell and Wiley end up enduring weeks of torture from the guys. Then, the big guys and Mitchell and Wiley have to learn to get along to try to beat the Central High School rivals in a competition down Devil's Backbone","['sport', 'rollerblade']",There are two kinds of people: those who get AIRBORNE...and those who don't.,Released,['English'],Unspecified,['United States of America'],2600000,2850263
The Verdict,24226,['Drama'],1982-12-08,7.4,131,7.980632,129.0,"Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.","['boston', 'court', 'malpractice', 'alcoholic', 'courtroom', 'defense attorney']","The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.",Released,['English'],['Twentieth Century Fox Film Corporation'],['United States of America'],16000000,53977250
Quo Vadis,11620,"['Drama', 'History', 'Romance']",1951-11-08,7.0,63,7.973109,171.0,"Set against the back drop of Rome in crisis, General Marcus Vinicius returns to the city from the battle fields and falls in love with a Christian woman, Lygia. Caught in the grip of insanity, Nero's atrocities become more extreme and he burns Rome, laying the blame on the Christians. Vinicius races to save Lygia from the wrath of Nero as the empire of Rome collapses around them.","['ancient rome', 'epic', 'kaiser nero']",THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!,Released,['English'],['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],8250000,30000000
A Room with a View,11257,"['Drama', 'Romance']",1985-12-13,6.9,156,7.961559,117.0,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?","['kiss', 'bed and breakfast place', 'florence']",NaN,Released,"['English', 'Italiano']","['Goldcrest Films International', 'National Film Finance Corporation (NFFC)', 'Curzon Film Distributors']",['United Kingdom'],3000000,20966644
My Life Without Me,20,"['Drama', 'Romance']",2003-03-07,7.2,77,7.958831,106.0,A Pedro Almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness.,"['farewell', 'responsability', 'dying and death', 'night shift', 'daughter', 'secret love', 'mother daughter relationship', 'woman director']",NaN,Released,['English'],"['El Deseo', 'Milestone Productions']","['Canada', 'Spain']",0,9726954
One Direction: This Is Us,164558,"['Documentary', 'Music']",2013-08-28,8.0,201,7.944457,92.0,"Go behind the scenes during One Directions sell out ""Take Me Home"" tour and experience life on the road.",['concert'],A motion picture event.,Released,"['Português', 'English']","['Columbia Pictures', 'Sony Pictures']",['United States of America'],10000000,0
Torn Curtain,5780,"['Mystery', 'Thriller']",1966-07-13,6.4,120,7.924982,128.0,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin and then figuring out a plan to escape back to the West.,"['cold war', 'east germany']",It tears you apart with suspense!,Released,"['English', 'Deutsch', 'Norsk', 'svenska']",['Universal Pictures'],['United States of America'],3000000,13000000
What's Love Got to Do with It,15765,"['Drama', 'Music']",1993-06-09,6.9,72,7.921311,118.0,A film about the singer Tina Turner and how she rose to stardom with her abusive husband Ike Turner and how she gained the courage to break free.,"['price of fame', 'tina turner', 'black woman', 'cameo appearance by real life subject', 'african american music', 'black family']",Who needs a heart when a heart can be broken?,Released,['English'],['Touchstone Pictures'],['United States of America'],0,0
Paint Your Wagon,20391,"['Drama', 'Action', 'Comedy', 'Western', 'Music']",1969-10-15,6.2,63,7.902536,158.0,"A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.","['mining', 'prospector']",Stake Your Claim To The Musical Goldmine of '69!,Released,"['English', 'Español']","['Paramount Pictures', 'Malpaso Productions', 'Alan Jay Lerner Productions']",['United States of America'],20000000,31678778
Someone Like You...,12658,"['Comedy', 'Romance']",2001-03-30,6.0,118,7.901891,97.0,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.","['feminism', 'cohabitant', 'tv show', 'man-woman relation', 'man between two women']",The story about the one that got away and the one she never saw coming.,Released,['English'],"['Fox 2000 Pictures', 'Lynda Obst Productions']",['United States of America'],23000000,0
Half Baked,9490,"['Comedy', 'Crime']",1998-01-16,6.4,177,7.894489,82.0,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.","['smoking', 'company', 'marijuana', 'drug', 'woman director']",They'll do anything to save their best bud.,Released,"['English', 'Türkçe']",['Universal Pictures'],['United States of America'],8000000,17460020
Bodyguards and Assassins,30596,"['Drama', 'Action', 'History']",2009-12-18,6.5,57,7.876883,139.0,"In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.","['assassination', 'martial arts', 'sword', 'blood splatter', 'impalement', 'beaten to death', 'hong kong', 'head bashed in', 'extreme violence', 'violent death', 'hook', 'bloody fight', 'throat slitting', 'violence']","To save a nations future, they must protect one man from its past.",Released,"['普通话', '广州话 / 廣州話', 'English']",['China Film Group Corporation'],['China'],23000000,5837674
Metallica: Through the Never,193613,['Music'],2013-09-25,6.7,83,7.871686,93.0,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.","['heavy metal', 'live concert']",Experience Metallica like never before,Released,['English'],"['Exclusive Media Group', 'Picturehouse Entertainment']",['United States of America'],18000000,7972967
Baby Boy,16161,"['Crime', 'Drama', 'Romance']",2001-06-27,7.4,55,7.854989,130.0,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.","['single parent', 'intolerance', 'condom', 'bootlegger', 'fistfight', 'step father', 'womanizer', 'thief', 'domestic violence', 'gunfight', 'los angeles', 'physical abuse', 'ex-con', 'selfishness', 'passive aggression', 'fatherhood', 'convicted felon', 'south central l.a.']",Just a Baby Boy.,Released,['English'],"['Columbia Pictures', 'New Deal Productions']",['United States of America'],16000000,29381649
Bullets Over Broadway,11382,"['Action', 'Comedy', 'Thriller']",1994-10-14,7.0,130,7.829295,98.0,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.","['lover (female)', 'talent', 'mafia boss', 'author']",NaN,Released,['English'],['Miramax Films'],['United States of America'],0,0
Mr. Church,374461,['Drama'],2016-09-16,7.0,129,7.828459,104.0,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.","['cook', 'friendship']",He was the one person she could always count on.,Released,['English'],"['Envision Media Arts', 'Cinelou Films', 'Shenghua Entertainment']",['United States of America'],8000000,0
In Cold Blood,18900,"['Crime', 'Drama']",1967-12-14,7.4,82,7.821438,134.0,"A 1967 film based on Truman Capote's book of the same name. After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.","['murder', 'true crime', 'farmer']",NaN,Released,['English'],"['Columbia Pictures Corporation', 'Pax Enterprises']",['United States of America'],3500000,13007551
Albert Nobbs,73873,['Drama'],2011-12-21,6.2,132,7.802245,113.0,"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.","['butler', 'dublin', 'maid']",A man with a secret. A woman with a dream.,Released,"['English', 'Français']",['Chrysalis Films'],"['United Kingdom', 'Ireland']",8000000,5634828
American Splendor,2771,"['Comedy', 'Drama']",2003-08-15,7.1,120,7.792851,101.0,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,"['biography', 'independent film', 'v.a. hospital', 'junk sale', 'jellybean', 'greeting card', 'file clerk', 'garage sale', 'comic book art', 'neurotic', 'woman director']",Ordinary life is pretty complex stuff,Released,['English'],Unspecified,['United States of America'],0,6003587
